,isotime,temp,pressure,humidity,solarpower
0,2017-11-12T02:50:06.844538,10.073250175771772,101905.50085014466,97.36219802229436,0.0
0,2017-11-12T03:00:07.481408,9.893616479912543,101917.39102983057,98.17862278442095,0.0
0,2017-11-12T03:10:06.919819,9.75203046461247,101923.30752390545,99.22596936670503,0.0
0,2017-11-12T03:20:07.123894,9.602336253937391,101908.1740273562,99.98888916288234,0.0
0,2017-11-12T03:30:07.029773,9.434554304128051,101915.22012850759,100,0.0
0,2017-11-12T03:40:06.836120,9.27176246660856,101906.9698005494,100,0.0
0,2017-11-12T03:50:06.559605,9.197539471094297,101916.91976085868,100,0.0
0,2017-11-12T04:00:07.045159,9.324155208096272,101912.41761455833,100,0.0
0,2017-11-12T04:10:06.923496,9.460126996412873,101924.2972770192,100,0.0
0,2017-11-12T04:20:07.036043,9.656600375041398,101925.55669098442,100,0.0
0,2017-11-12T04:30:07.029926,9.924802858386192,101928.34430943785,100,0.0
0,2017-11-12T04:40:07.109766,10.16493835342735,101943.91746058507,100,0.0
0,2017-11-12T04:50:07.005147,10.386362589022701,101954.43565070396,100,0.0
0,2017-11-12T05:00:07.512526,10.542919225391234,101959.3417978876,100,0.0
0,2017-11-12T05:10:06.151064,10.688872682283181,101975.45425786283,100,0.0
0,2017-11-12T05:20:06.165285,10.758107101471342,101982.70159644993,100,0.0
0,2017-11-12T05:30:06.976044,10.692615081887926,101985.76473384275,100,0.0
0,2017-11-12T05:40:07.040665,10.567244784248123,101991.82017615688,100,0.0
0,2017-11-12T05:50:06.888498,10.411311834592288,102001.83226940365,100,0.0
0,2017-11-12T06:00:07.549657,10.297169095612844,102006.83727688242,100,0.0
0,2017-11-12T06:10:07.017485,10.186145156809653,102003.95661242404,100,0.0
0,2017-11-12T06:20:07.063407,10.035826458029714,102010.67656228224,100,0.0
0,2017-11-12T06:30:06.810116,9.939148596301674,102004.66005293747,100,0.0
0,2017-11-12T06:40:07.006061,9.93540622965702,102004.0449725393,100,0.0
0,2017-11-12T06:50:06.915645,9.951623152966203,102008.34598109307,100,0.0
0,2017-11-12T07:00:07.411986,10.023351889087007,102007.95906794544,100,0.0
0,2017-11-12T07:10:07.092863,10.101941703794092,102008.37997473974,100,0.0
0,2017-11-12T07:20:06.240012,10.132504429010805,101982.78585081239,100,0.0
0,2017-11-12T07:30:07.161990,10.030212901780397,101998.43789265883,100,0.0
0,2017-11-12T07:40:07.115761,9.871786021745356,101987.03637391115,100,0.0
0,2017-11-12T07:50:07.051798,9.681549407789225,101993.9090703342,100,0.0
0,2017-11-12T08:00:07.843165,9.43081195955683,101999.43232999655,100,0.0
0,2017-11-12T08:10:06.353871,9.17820407947438,102012.6937828114,100,0.0
0,2017-11-12T08:20:07.011308,8.954911809024997,102007.57432993292,100,0.0
0,2017-11-12T08:30:07.125254,8.688583522338103,102013.3169254213,100,0.0
0,2017-11-12T08:40:07.007667,8.440343851820307,102014.63384264291,100,0.0
0,2017-11-12T08:50:06.899182,8.20956892483091,102005.29031678537,100,0.0
0,2017-11-12T09:00:07.575371,8.029939142272724,102013.7921371693,100,0.0
0,2017-11-12T09:10:06.266349,7.867773690314152,102017.11956262968,100,0.0
0,2017-11-12T18:40:47.426429,15.315227308381964,102111.09032397148,91.53550410869238,583.6800000000001
0,2017-11-12T18:50:06.424353,16.15544555919805,102092.71006409396,84.91768042816214,637.696
0,2017-11-12T19:00:08.972440,18.54265854401392,102091.45487326586,74.76579800682218,1327.104
0,2017-11-12T19:10:06.965497,23.222462923853254,102061.21956394898,56.93663576425241,1381.248
0,2017-11-12T19:20:07.100465,26.998556693248975,102037.15520968506,45.22066176538975,15185.324
0,2017-11-12T19:30:06.935839,29.411026966006556,102030.04692215369,38.20962607739734,15350.38
0,2017-11-12T19:40:06.674950,28.82771074954071,102018.96929848057,36.85475883909664,2572.672
0,2017-11-12T19:50:06.677204,24.577420738503953,102011.58453538247,44.548132045992055,1279.872
0,2017-11-12T20:00:07.364825,21.612386710266946,102005.47661709091,51.05860770900913,715.008
0,2017-11-12T20:10:06.852250,20.545673318418267,101993.80568107757,54.95789920646854,4892.7480000000005
0,2017-11-12T20:20:06.913468,21.24433789714385,101984.59327620095,53.38492501432733,772.9920000000001
0,2017-11-12T20:30:06.698702,20.8975001254119,101973.38042313965,53.315825019942196,852.9920000000001
0,2017-11-12T20:40:06.526786,19.953060513124,101977.59636132233,54.829749888910364,852.9920000000001
0,2017-11-12T20:50:06.741977,20.547544733777706,101967.19916072447,54.682110299168066,937.7280000000001
0,2017-11-12T21:00:07.233731,22.896203266283557,101967.54751262472,48.987805164068796,15767.376
0,2017-11-12T21:10:07.065202,27.99547823845969,101957.9296844571,38.7842321596755,28.416
0,2017-11-12T21:20:07.015735,30.19149156556559,101962.67831607704,33.23239737586247,5455.944
0,2017-11-12T21:30:07.012182,28.74847986958712,101954.18703047864,35.86461675008527,14837.900000000001
0,2017-11-12T21:40:06.946682,29.630005523868384,101953.06826727884,34.517794053016324,1632.0000000000002
0,2017-11-12T21:50:07.085224,26.552503566919132,101962.72187097714,37.69901081779001,768.0
0,2017-11-12T22:00:07.716881,22.800134694035297,101948.19078100829,46.27490674204113,570.24
0,2017-11-12T22:10:06.483086,20.186986130202513,101942.83296392599,52.62382389290273,519.552
0,2017-11-12T22:20:06.680365,18.911943323420655,101952.46793837346,57.82437137670529,468.86400000000003
0,2017-11-12T22:30:06.527020,18.146552486322253,101942.5237523509,60.73523810209041,426.49600000000004
0,2017-11-12T22:40:06.571427,17.68869359573,101934.27022262185,63.05905370662307,388.86400000000003
0,2017-11-12T22:50:06.412801,17.414228950277902,101953.79918535768,65.81858000444132,388.86400000000003
0,2017-11-12T23:00:07.033017,17.20214323633263,101952.54020467722,66.8955218383196,388.86400000000003
